collection_num,longitude,latitude,date_collected,id,species,state,locality,source,jar_num,county,connor_notes,lab,alt_m,notes
CMF19_018,-49.01936,-24.83742,2019-12-16T00:00:00Z,CMF19_018,distincta,NA,ribeira-1,connor_field,NA,NA,NA,NA,NA,"Vegetation overhanging ditch on the side of the road. Was raining, thunderstorms interspersed with light showers all day. Light showers at the time. No other frog species calling at location. 4 male P. distincta, 1 female P. distincta collected. Phone photos did not retain coordinates. I georeferenced from Google Timeline to within 0.5 km of the collection point. Car got stuck near the site. 21 Celsius."
CMF19_019,-49.01936,-24.83742,2019-12-16T00:00:00Z,CMF19_019,distincta,NA,ribeira-1,connor_field,NA,NA,NA,NA,NA,"Vegetation overhanging ditch on the side of the road. Was raining, thunderstorms interspersed with light showers all day. Light showers at the time. No other frog species calling at location. 4 male P. distincta, 1 female P. distincta collected. Phone photos did not retain coordinates. I georeferenced from Google Timeline to within 0.5 km of the collection point. Car got stuck near the site. 21 Celsius."
CMF19_020,-49.01936,-24.83742,2019-12-16T00:00:00Z,CMF19_020,distincta,NA,ribeira-1,connor_field,NA,NA,NA,NA,NA,"Vegetation overhanging ditch on the side of the road. Was raining, thunderstorms interspersed with light showers all day. Light showers at the time. No other frog species calling at location. 4 male P. distincta, 1 female P. distincta collected. Phone photos did not retain coordinates. I georeferenced from Google Timeline to within 0.5 km of the collection point. Car got stuck near the site. 21 Celsius."
CMF19_021,-49.01936,-24.83742,2019-12-16T00:00:00Z,CMF19_021,distincta,NA,ribeira-1,connor_field,NA,NA,NA,NA,NA,"Vegetation overhanging ditch on the side of the road. Was raining, thunderstorms interspersed with light showers all day. Light showers at the time. No other frog species calling at location. 4 male P. distincta, 1 female P. distincta collected. Phone photos did not retain coordinates. I georeferenced from Google Timeline to within 0.5 km of the collection point. Car got stuck near the site. 21 Celsius."
CMF19_011,-49.59948,-25.23768,2019-12-13T00:00:00Z,CMF19_011,distincta,NA,campo-largo-1,connor_field,NA,NA,NA,NA,NA,"Medium pond- ~20 m x 15 m- on edge of the road. Trees lined pond. Forest surrounding pond. <1 m from the road. 19 Celcius. 5 male P. distincta, 1 female P. distincta collected."
CMF19_012,-49.59948,-25.23768,2019-12-13T00:00:00Z,CMF19_012,distincta,NA,campo-largo-1,connor_field,NA,NA,NA,NA,NA,"Medium pond- ~20 m x 15 m- on edge of the road. Trees lined pond. Forest surrounding pond. <1 m from the road. 19 Celcius. 5 male P. distincta, 1 female P. distincta collected."
CMF19_013,-49.59948,-25.23768,2019-12-13T00:00:00Z,CMF19_013,distincta,NA,campo-largo-1,connor_field,NA,NA,NA,NA,NA,"Medium pond- ~20 m x 15 m- on edge of the road. Trees lined pond. Forest surrounding pond. <1 m from the road. 19 Celcius. 5 male P. distincta, 1 female P. distincta collected."
CMF19_014,-49.59948,-25.23768,2019-12-13T00:00:00Z,CMF19_014,distincta,NA,campo-largo-1,connor_field,NA,NA,NA,NA,NA,"Medium pond- ~20 m x 15 m- on edge of the road. Trees lined pond. Forest surrounding pond. <1 m from the road. 19 Celcius. 5 male P. distincta, 1 female P. distincta collected."
CMF19_015,-49.59948,-25.23768,2019-12-13T00:00:00Z,CMF19_015,distincta,NA,campo-largo-1,connor_field,NA,NA,NA,NA,NA,"Medium pond- ~20 m x 15 m- on edge of the road. Trees lined pond. Forest surrounding pond. <1 m from the road. 19 Celcius. 5 male P. distincta, 1 female P. distincta collected."
CMF19_016,-49.59948,-25.23768,2019-12-13T00:00:00Z,CMF19_016,distincta,NA,campo-largo-1,connor_field,NA,NA,NA,NA,NA,"Medium pond- ~20 m x 15 m- on edge of the road. Trees lined pond. Forest surrounding pond. <1 m from the road. 19 Celcius. 5 male P. distincta, 1 female P. distincta collected."
