ancestry_seed,mutation_seed,max_local_size,threshold,inflection_point,slope,mig_rate,anc_sizes,merge_time,anc_merge_time,anc_merge_size,anc_mig_rate,mutation_rate,recombination_rate,demo_id,coal_rep,sim_time
560357742,692954397,1372.0,,0.5,0.05,0.0006048902042512245,744112.0,23000,,,,8e-08,1e-09,demo_182867833,0,634.7858502864838
560357742,692954397,719.0,,0.5,0.05,0.0003676882683656721,788586.0,23000,,,,8e-08,1e-09,demo_182867833,0,661.7640204429626
560357742,692954397,1265.0,,0.5,0.05,0.00010471915380850135,1070851.0,23000,,,,8e-08,1e-09,demo_182867833,0,652.4588170051575
560357742,692954397,1604.0,,0.5,0.05,0.00017633598783313589,1105689.0,23000,,,,8e-08,1e-09,demo_182867833,0,660.8520257472992
560357742,692954397,1360.0,,0.5,0.05,0.0035840944745503204,1161161.0,23000,,,,8e-08,1e-09,demo_182867833,0,669.5212135314941
560357742,692954397,910.0,,0.5,0.05,0.0015674119645438535,783569.0,23000,,,,8e-08,1e-09,demo_182867833,0,681.576741695404
560357742,692954397,890.0,,0.5,0.05,0.003539716468636471,1161278.0,23000,,,,8e-08,1e-09,demo_182867833,0,697.5935785770416
560357742,692954397,1595.0,,0.5,0.05,0.0022182300200102516,831098.0,23000,,,,8e-08,1e-09,demo_182867833,0,699.6301910877228
560357742,692954397,1329.0,,0.5,0.05,0.0017455104359681848,1056822.0,23000,,,,8e-08,1e-09,demo_182867833,0,707.5603995323181
560357742,692954397,887.0,,0.5,0.05,0.004463259418513887,753947.0,23000,,,,8e-08,1e-09,demo_182867833,0,716.9886236190796
560357742,692954397,1826.0,,0.5,0.05,0.0012315258579624893,1139109.0,23000,,,,8e-08,1e-09,demo_182867833,0,724.5025770664215
560357742,692954397,1628.0,,0.5,0.05,0.0033458098089811468,987578.0,23000,,,,8e-08,1e-09,demo_182867833,0,776.4605906009674
560357742,692954397,1976.0,,0.5,0.05,0.0031473814406170705,1037390.0,23000,,,,8e-08,1e-09,demo_182867833,0,792.6840724945068
560357742,692954397,1636.0,,0.5,0.05,0.0044903699091902866,1080090.0,23000,,,,8e-08,1e-09,demo_182867833,0,794.7846348285675
560357742,692954397,1954.0,,0.5,0.05,0.004826662155068654,943933.0,23000,,,,8e-08,1e-09,demo_182867833,0,844.513997554779
650998944,478602018,1503.0,,0.5,0.05,0.002856651677109908,761489.0,23000,,,,8e-08,1e-09,demo_182165854,0,745.2508130073547
322617310,864599082,1390.0,,0.5,0.05,0.0010045969517334706,1038236.0,23000,,,,8e-08,1e-09,demo_732001281,0,863.3750500679016
361658724,715700348,1621.0,,0.5,0.05,0.002674744207775042,728437.0,23000,,,,8e-08,1e-09,demo_595467839,0,758.7771761417389
70438647,610882637,1263.0,,0.5,0.05,0.00023335328890559915,1135320.0,23000,,,,8e-08,1e-09,demo_683855356,0,799.0642192363739
412832501,29639124,688.0,,0.5,0.05,0.0015871967185634003,1119423.0,23000,,,,8e-08,1e-09,demo_874580132,0,741.1003084182739
1011685169,43133303,845.0,,0.5,0.05,0.0039658901839719094,730265.0,23000,,,,8e-08,1e-09,demo_360958433,0,813.4798657894135
910739473,957143016,563.0,,0.5,0.05,0.000676175971892742,1177068.0,23000,,,,8e-08,1e-09,demo_307506027,0,799.4892644882202
802892009,613325024,1961.0,,0.5,0.05,0.0008981010416350792,1173419.0,23000,,,,8e-08,1e-09,demo_646242319,0,804.8900125026703
225282539,411185078,625.0,,0.5,0.05,0.003558671202963596,1176088.0,23000,,,,8e-08,1e-09,demo_706164615,0,1249.333033323288
551669718,363775291,1192.0,,0.5,0.05,0.004369269886821085,1105441.0,23000,,,,8e-08,1e-09,demo_100096164,0,1282.4874420166016
771336423,455279438,1140.0,,0.5,0.05,0.0007150235201600675,745657.0,23000,,,,8e-08,1e-09,demo_992009441,0,1361.716712474823
